,humans,lat,lon
570,108,46.96968125,142.7404988
571,,46.9681935,142.69807555
572,20,46.9544555,142.75507075000002
573,Нет,46.9524314,142.7313154
574,Нет,46.9524314,142.7313154
575,Нет,46.9524314,142.7313154
576,22,46.9524314,142.7313154
577,Нет,46.9524314,142.7313154
578,24,46.9524314,142.7313154
579,24,46.9524314,142.7313154
580,Нет,46.9524314,142.7313154
581,Нет,46.9524314,142.7313154
582,123,46.95181525,142.7557554
583,37,46.94265405,142.73571245
584,96,46.9528806,142.74341800000002
585,90,46.93863055,142.75640525234235
586,41,46.93845185,142.7560127
587,61,46.938238,142.75574535399397
588,191,46.93816515,142.7568938
589,82,46.9376324,142.7565418
590,90,46.9378516,142.7560724
591,73,46.9377222,142.75547954509636
592,16,46.93756075,142.75613249999998
593,280,46.9405169,142.7381791
594,222,46.9422976,142.7506937245657
595,176,46.9405169,142.7381791
596,149,46.9420982,142.74965595
597,235,46.9405169,142.7381791
598,191,46.9434345,142.7527962
599,83,46.9700569,142.74582149999998
600,169,46.9385758,142.7530678529049
601,186,46.93866435,142.75489584687446
602,49,46.93844645,142.7553430955207
603,80,46.93828425,142.752496054987
604,174,46.93776305,142.75271635
605,108,46.93732915,142.7532723000179
606,112,46.9374168,142.75420066083183
607,136,46.937483,142.75499525932358
608,155,46.94026695,142.75030119872093
609,161,46.9405838,142.74954002440063
610,169,46.98511845,142.74817360511094
611,105,46.9396705,142.74891858201556
612,95,46.93947615,142.74914813194312
613,236,46.9411939,142.75091132456572
614,161,46.9411356,142.7500209
615,166,46.93948405,142.75004569531797
616,144,46.9835412,142.7191475
617,182,46.93976565,142.75096143086893
618,52,46.9310052,142.7562671963559
619,100,46.9835412,142.7191475
620,220,46.93830115,142.75148562592477
621,141,46.9378752,142.75086234999998
622,155,46.93656145,142.75186125
623,138,46.9374057,142.75167978238974
624,130,46.9368004,142.75089080834766
625,383,46.9420372,142.7445415569528
626,151,46.9402989,142.7447085
627,120,46.94072735,142.7453929
628,221,46.9407889,142.74643075
629,413,46.94120215,142.74723363611008
630,342,46.9400387,142.7447481
631,310,46.940017100000006,142.74720288578823
632,336,46.9388399,142.74772793865395
633,127,46.9388232,142.74518033531348
634,158,46.937934350000006,142.74522237417898
635,129,46.9383786,142.74587229540003
636,214,46.93841585,142.7468740408138
637,327,46.9449776,142.7432882
638,307,46.93769115,142.74761165342
639,123,46.936443800000006,142.74565829072571
640,178,46.9327595,142.7453661
641,178,46.9363801,142.7574183
642,145,46.9363801,142.7574183
643,395,46.9363801,142.7574183
644,189,46.9363801,142.7574183
645,199,46.9363801,142.7574183
646,213,46.9363344,142.74760813725285
647,78,46.95583245,142.7555613567109
648,108,46.931691,142.7583449
649,108,46.931691,142.7583449
650,108,46.931691,142.7583449
651,51,46.9603278,142.7286895653034
652,176,46.9597412,142.7290719253936
653,117,46.95930645,142.7283609548143
654,108,46.9590728,142.72778915
655,1,46.96117105,142.71905273210547
656,24,46.95561785,142.74274895
657,39,46.97451995,142.7389826
658,18,46.9732742,142.7398224
659,98,46.97326465,142.73975475
660,109,46.96831985,142.74073207411203
661,147,46.96784825,142.7408220592165
662,129,46.9749374,142.73858155
663,125,46.97458885,142.7382547
664,222,46.9712143,142.738678
665,28,46.9712906,142.74021242325918
666,70,46.9713937,142.73980445
667,28,46.97120995,142.73944629582238
668,35,46.97086665,142.7394897
669,32,46.9705151,142.73956108243
670,27,46.9701276,142.7396703
671,105,46.9819167,142.7358201
672,106,46.9819167,142.7358201
673,40,46.96506805,142.73642325
674,293,46.9363801,142.7574183
675,123,46.9363801,142.7574183
676,100,46.9363801,142.7574183
677,129,46.9363801,142.7574183
678,393,46.9659042,142.7330322
679,114,46.96631605,142.733611
680,154,46.967865,142.74818735000002
681,66,46.9681983,142.74778655
682,126,46.9655331,142.7363941755296
683,70,46.9664519,142.73513072335317
684,219,46.9666354,142.73331985
685,50,46.95854035,142.74869555447285
686,Нет,46.95614685,142.7270393
687,Нет,46.928311,142.7592369
688,Нет,46.928311,142.7592369
689,Нет,46.9297461,142.75694150335232
690,Нет,46.928311,142.7592369
691,Нет,46.928311,142.7592369
692,Нет,46.928311,142.7592369
693,Нет,46.932804,142.75776984533758
694,Нет,46.928311,142.7592369
695,Нет,46.928311,142.7592369
696,Нет,46.928311,142.7592369
697,Нет,46.928311,142.7592369
698,Нет,46.928311,142.7592369
699,Нет,46.928311,142.7592369
700,12,46.928311,142.7592369
701,Нет,46.928311,142.7592369
702,4,46.928311,142.7592369
703,Нет,46.928311,142.7592369
704,Нет,46.928311,142.7592369
705,Нет,46.928311,142.7592369
706,Нет,46.928311,142.7592369
707,5,46.95408365,142.7186054
708,38,46.95633185,142.71845100000002
709,8,46.9522267,142.7200374
710,3,46.9518927,142.72011375464277
711,,46.9580699,142.6820682
712,4,46.95156485,142.7201823465597
713,20,46.9580699,142.6820682
714,9,46.9580699,142.6820682
715,20,46.97648005,142.71648664999998
716,Нет,46.98740595,142.74554135
717,,46.9511344,142.71613547710575
718,Нет,46.9369843,142.7521237
719,Нет,46.9369843,142.7521237
720,Нет,46.9369843,142.7521237
721,Нет,46.9330089,142.7557943
722,Нет,46.9369843,142.7521237
723,Нет,46.9369843,142.7521237
724,Нет,46.9816071,142.73148559618858
725,Нет,46.9175384,142.7425381222138
726,Нет,46.91742035,142.7428391
727,Нет,46.917083950000006,142.74259707461945
728,Нет,46.9170905,142.74346410722455
729,Нет,46.9178625,142.74223
730,Нет,46.91741435,142.7442444159281
731,Нет,46.9178625,142.74223
732,Нет,46.9178625,142.74223
733,Нет,46.9157391,142.73998756659665
734,10,46.97749325,142.7198033
735,Нет,46.9806182,142.7149178
736,Нет,46.9807351,142.71601195375968
737,Нет,47.01161495,142.73272790493257
738,7,47.0112714,142.7320721391892
739,12,47.01108065,142.73172780000002
740,4,47.01091095,142.7313651924889
741,3,47.0105775,142.7306462387922
742,Нет,46.95129875,142.66225833442857
743,19,46.9633435,142.7354561037165
744,13,46.9638168,142.7385873
745,Нет,46.9638168,142.7385873
746,Нет,46.9638168,142.7385873
747,30,46.9638168,142.7385873
748,Нет,46.9655335,142.73999904908365
749,Нет,46.948835,142.7276946
750,Нет,46.9524314,142.7313154
751,21,46.9524314,142.7313154
752,5,46.98313805,142.73522735
753,4,46.9819167,142.7358201
754,Нет,46.9836668,142.7351382
755,Нет,46.90901565,142.7492864876483
756,4,46.9093227,142.74957401026697
757,Нет,46.9095827,142.7489723
758,Нет,46.9095827,142.7489723
759,Нет,46.9098264,142.74846106110556
760,Нет,46.9100253,142.74880635
761,Нет,46.98399975,142.73267205000002
762,Нет,46.9836318,142.7325501
763,Нет,46.982931,142.73289101992106
764,Нет,46.983996950000005,142.74300649999998
765,22,46.9363801,142.7574183
766,8,46.9363801,142.7574183
767,15,46.9363801,142.7574183
768,13,46.9363801,142.7574183
769,12,46.9363801,142.7574183
770,13,46.9363801,142.7574183
771,Нет,46.9363801,142.7574183
772,Нет,46.9363801,142.7574183
773,14,46.95076565,142.71223832310136
774,28,46.9626018,142.6997477
775,Нет,46.90799695,142.74781398136165
776,Нет,46.9077815,142.7479963648035
777,Нет,46.90811215,142.74818365
778,,46.9563439,142.7206989
779,Нет,46.9861655,142.747533
780,4,46.9835412,142.7191475
781,Нет,46.9076487,142.74914749786325
782,Нет,46.9075315,142.7484821
783,Нет,46.90714805,142.74715296132763
784,Нет,46.9075315,142.7484821
785,Нет,46.907197,142.748096804
786,Нет,46.90789685,142.74877104990446
787,Нет,46.906944,142.74777184328727
788,Нет,46.9074342,142.74780950000002
789,Нет,46.90683305,142.7474689679565
790,Нет,46.907282550000005,142.74750035
791,Нет,46.9069189,142.7471616076075
792,9,46.95107705,142.71945928115383
793,,46.9500477,142.7126989
794,6,46.950629250000006,142.7169241966214
795,38,46.931691,142.7583449
796,36,46.97900925,142.72972275308626
797,251,46.920925,142.74920305
798,219,46.92101265,142.75052512561956
799,36,46.92106815,142.75121975
800,251,46.91996279999999,142.74939615482967
801,237,46.920108,142.7507015349099
802,52,46.9819167,142.7358201
803,0,46.9706497,142.6851834
804,0,46.9706497,142.6851834
805,33,46.9706497,142.6851834
806,52,46.9706497,142.6851834
807,0,46.9706497,142.6851834
808,0,46.9706497,142.6851834
809,0,46.9706497,142.6851834
810,0,46.9706497,142.6851834
811,0,46.9706497,142.6851834
812,0,46.9706497,142.6851834
